8a40fd56-35c0-467e-82a6-b48cfafc5f6f,主动脉夹层［任何部分］
878a6396-32a3-11e6-804e-848f69fd6b70,直肠恶性肿瘤
fa686c87-74c7-42a8-a725-d2873f6b19ef,早期难免流产
bc5b950e-32a1-11e6-95f4-b82a72d5b9fb,幽门梗阻
28822875-32a3-11e6-95f4-b82a72d5b9fb,胰腺恶性肿瘤
9ba23508-4a66-11e6-804e-848f69fd6b70,心绞痛
c41dbe05-32a1-11e6-95f4-b82a72d5b9fb,心肌梗死
c41dc7e7-32a1-11e6-95f4-b82a72d5b9fb,消化性溃疡
39821,糖尿病性酮症酸中毒
041bb7aa-28ea-41f2-98d6-8e8cb348ccc7,糖尿病性高渗性高血糖状态昏迷
87a84c56-32a3-11e6-804e-848f69fd6b70,肾性高血压
15975c0c-2fa0-4f8c-8bf5-422ba603c4bb,消化性溃疡伴穿孔
cbbe9f0a-8ab0-441e-bde4-af6a125cdb51,妊娠期高血压
87391f16-32a3-11e6-804e-848f69fd6b70,妊娠合并高血压
9f3f0ae7-4a66-11e6-804e-848f69fd6b70,气胸
41853,慢性胆囊炎
87552e57-32a3-11e6-804e-848f69fd6b70,慢性肠炎
ae0dfcf0-ae22-11e5-9ee2-848f69fd6b70,卵巢破裂
bb27fdae-32a1-11e6-95f4-b82a72d5b9fb,卵巢囊肿蒂扭转
999f7f54-6623-48ae-9d1c-ebae876d529d,肋间神经炎
a07f7750-4a66-11e6-804e-848f69fd6b70,溃疡性结肠炎
bb29b1f5-32a1-11e6-95f4-b82a72d5b9fb,克罗恩病
bc5b95e1-32a1-11e6-95f4-b82a72d5b9fb,结肠扭转
8e24905e-4a66-11e6-804e-848f69fd6b70,结肠恶性肿瘤
41902,急性左心衰竭
9e19227c-31e1-11e6-804e-848f69fd6b70,急性化脓性梗阻性胆管炎
8744f521-32a3-11e6-804e-848f69fd6b70,急性化脓性胆囊炎
c7b1f58b-32a1-11e6-95f4-b82a72d5b9fb,急性冠脉综合征
b0af6369-ae22-11e5-9ee2-848f69fd6b70,急性腹膜炎
8744fa4f-32a3-11e6-804e-848f69fd6b70,急性胆管炎
44285,急性肠炎
118786A18609FC4AE0500A0AC86471F9,高血压危象
6f2569a6-4cac-11e6-804e-848f69fd6b70,肛门直肠脓肿
2c169f24-32a3-11e6-95f4-b82a72d5b9fb,肝恶性肿瘤
0cc5a82b-b656-4f29-b72f-05c17ec04893,肺恶性肿瘤
87a85844-32a3-11e6-804e-848f69fd6b70,胆囊恶性肿瘤
6590b5b1-5151-4902-b26c-58d0c23afb09,肠系膜梗死
41775,肠扭转
215835db-32a3-11e6-95f4-b82a72d5b9fb,1型糖尿病
